classificacao|comentario
positivo|com dor de garganta cancelei metade das aulas aí pra ignorar o pavor da dor montei 2/5 de uma mesa, cozinhei no almoço e na janta, tirei o pó da casa toda, passei pano, lavei roupa, fechei mais um contrato novo e agora configurei minhas duas caixas bluetooth pra tocarem juntas
positivo|40s de febre bateram, ao menos agora duvido n dormir
positivo|tava bem e do nada,falta de ar e tremedeira. boa noite
positivo|Que falta de ar chata
positivo|Febre dor de cabeça e náusea. muito medo!
positivo|Tou a ficar com febre e com caroço na axila. Tomo medicamento ou espero o meu sistema imunológico combater isso??
positivo|a falta de ar eh real
positivo|eu to com dor de garganta caralho o cu tranca
positivo|Eu estou com um total de 4 casos de covid-19 na minha família e contando
positivo|Eu tô cheia de febre, tá mlc
positivo|Sextei super bem: Dor no corpo, espirrando,febre, e . Af
positivo|to c mo dor de garganta mas n vou nem falar p minha mãe c não ela vai falar q é o corona kkk
positivo|Tosse saia desse corpo!
positivo|Em resposta a @flamarri Estou com uma tia na UPA Pirituba e ela está internada desde sábado, ela tava com um quadro de infecção urinária e pneumonia que parecia ser aspirativa, mas colocaram ela com covid-19 e estamos aguardando o resultado do teste.+
positivo|dizem que a primeira morte de covid-19 aqui no Brasil foi entre os dias 19 a 25 de janeiro. Eu estava em Floripa e voltei pra BSB dia 26/01 fazendo uma parada em São Paulo. Depois de 15 dias comecei a ficar gripada e a tossir mt, só não tive febre. Será q eu já peguei covid-19?
positivo|Trabalhando todos os dias , gripada há 3 dias e hoje febre alta e dor de cabeça
positivo|Aí você vem pro trabalho (porque capitalismo né) e começa a ofegar por falta de ar. Adivinha quem vai no hospital hoje?
positivo|minha mãe tá com dor de garganta e tossindo, e eu comecei com dor de garganta agora, corona é voce???
positivo|Dei vacina da gripe nos meninos hoje, Riquelme ta ótimo já o Enzo ta queimando de febre e com o braço inchado
positivo|fiquei com febre de noite, dormi mal, to com a pressão baixa e são 7 da manhã ainda
positivo|Eu tô na merda, com febre,dor, só queria um dia de descanso
positivo|to com falta de ar...
positivo|e vamos de dor de cabeça e febre, corona vírus se for vc por favor me mate logo nada de enrolação
positivo|linda a falta de ar
positivo|Mas eu tô bem preocupada, dor de cabeça, tosse, espirro mas por enquanto sem febre
positivo|Eu acho q peguei COVID-19 , meus olhos estao vermelhos e estou tossindo bastante , não vou nem falar pro meus pais , vão ficar preocupados !!
positivo|To morrendo de falta de ar, devo me preocupar????
positivo|acordei com o peito totalmente carregado + dolorido de catarro e uma tosse do inferno, ê beleza
positivo|Acordei c mt dor no corpo, garganta arranhando e n tô sentindo gosto de nd
positivo|peguei covid, contaminei toda a minha família e todos ficamos doentes ao mesmo tempo, não sabíamos o que era de fato e ficamos isolados, mas já estamos melhor graças a Deus, e o meu irmão também já está melhor!!
positivo|minha mae ta com o corpo mole e dor de cabeça, corona você nem se atreva pq se não eu é quem vou atrás de você 0:10 40 visualizações
positivo|Febre e dor desde ontem pqp
positivo|Old q estou c febre
positivo|tô com uma tosse horrível meu deus que medo
positivo|falta de ar
positivo|falta de ar é lixo mores
positivo|Morrendo de dor no corpo e com febre alta, torcendo pra não estar com dengue
positivo|krl q falta de ar do kct
positivo|meu deus q dor de gargantA
positivo|Tô com falta de ar, mó medo de tá com coronga
positivo|Não sei se é da febre, mas ando constantemente com sono.. chega a ser insuportável.
positivo|sem neurose, acho que eu peguei corona e melhorei mas só parei pra pensar
positivo|Meu pai trabalha em hospital e tomou todos os cuidados possíveis, meu cunhado não tomou cuidado nenhum, pegou corona, passou pra todos nós da família e melhorou. Meu pai é de risco e a febre não passa...Vocês tem noção do quão importante é se cuidar FIQUEM EM CADA PORRA SE CUIDEM
positivo|falta de ar essa hora, por quê não né?
positivo|Em resposta a @marketingCRF Melhoras, man! Desde quinta tô c essa sensação de falta de ar, febre, dor nas costas e uma dor de cabeça q nunca tinha sentido, vou fazer o exame hoje
positivo|eu to extremamente fraco, não consigo nem pensar em comer, to com falta de ar afu ai papai n sei o que faze
positivo|E essa dor de garganta que não passa
positivo|ontem a noite eu tava com dificuldade pra respirar, to com coriza e espirrando e tava mega morta de cansaço sem ter feito absolutamente nada o dia inteiro
positivo|dor de cabeça,febre, estresse porra.
positivo|Hellena com febre, eu preciso trabalhar a menina tá um grude
positivo|Em resposta a @arthurmottaaa aaah seu lindo, pode confiar sempre é CLARO. Mas vai acontecer nada não seu louco, logo logo essa febre vai embora e a dor no corpo também
positivo|Que dor de garganta do crlhoo
positivo|Um amigo meu todo dia postando fotos usando uma máscara descartável e saindo sem necessidade. Eu disse, essa máscara deve ser trocada de 4h em 4h, ele me respondeu sei que estou fazendo a vida é minha. Hoje enviou mensagem desesperado, está com covid.
positivo|Em resposta a @annatears Febre e umas dores.
positivo|Do nd me começou uma dor de garganta
positivo|Em resposta a @ohamikchi na verdade eu to com saudades de ir no supermercado... desde q eu vim morar no japão, ir no supermercado no sábado tem sido uma das minhas alegrias da semana... mas semana passada eu tive um pouco de febre, então por via das dúvidas to esperando dar 2 semanas pra sair de casa
positivo|medindo minha temperatura a cada hora. estou levemente em surto ficando resfriada em época de corona eu nunca fico doente porra imunidade alta é comigo memo
positivo|Acordei com uma sensação horrível e uma falta de ar tremenda Bom dia
positivo|amo cantar mais essa falta de ar não deixa
positivo|E vamos as notícias Fiz o raio X e descobri q eu tô todo encatarrado pelo pulmão (sendo q eu n tô com febre, nem tosse e nem secreção). Voltei na médica, e ela pediu exame de sangue pra ver se n é nenhum vírus ( ) Esperando resultado
positivo|Em resposta a @adrianomenino1 e @isabelm85126093 Eu, meu marido e dois filhos estamos a cinco dias com os sintomas do Covid19 Mas só iremos ao hospital por falta de ar Não tomamos antibióticos Tomo dipirona para febre, acetilcisteína para os pulmões, própolis e chá caseiro Já sem febre, mas muita dor de cabeça e no corpo
positivo|cólica + dor de cabeça + febre é hoje q eu me mato
positivo|queria apenas comentar aqui que ter um ataque de tosse seca e coceira na garganta em plena pandemia não é a coisa mais tranquilizadora do mundo obrigada rinite
positivo|por aqui de boa sentindo febre pra crlh e dor no corpo
positivo|Eu fazendo uma reconstituição do começo do ano percebi q 'gripei' de uma forma que nunca tinha gripado, tive tosse cansaço e todos os sintomas do covid, garganta inflamou de um jeito q parei até se trabalhar... e eu viajei tbm, esperar bater o salário e pagar o teste rápido!
positivo|Diário de alguém com suspeita de corona: Além da dor de cabeça insuportável, hj eu comecei a me sentir mais cansada q o normal, falar cansa, rir me dá tontura e o gosto das coisas tá sumindo devagarinho Tô tentando não surtar
positivo|to com dor de garganta e morrendo de medo de ser corona pqp
positivo|To cheia de febre
positivo|Não consigo dormi com essa falta de ar
positivo|Em resposta a @rafasvale e @Vinicornelsen Nesse mesmo dia à noite eu percebi que perdi total o olfato e paladar. No domingo acordei sem dor de cabeça mas continuava com tosse. Nesse dia já comecei o isolamento dentro de casa. Eu ia limpar o quarto e banheiro com água sanitária e não sentia absolutamente NADA.
positivo|atualmente eu to só a tosse e a coriza
positivo|ok eu vou morrer de dor de garganta
positivo|corona vírus não sei, mas a tosse veio forte
positivo|nada tira da minha cabeça q to com coronga to sentindo uma leve falta de ar q n sei se é ansiedade ou sedentarismo msm
positivo|Sendo ela uma senhora de 85 anos me surpreendeu bastante,pois ela não apresentava nenhum sintoma da doença quando estava em casa,apenas tosse constante(meu pai e eu achávamos que era por causa da bronquite dela)
positivo|Dei um espirro e agora to com uma coriza... o medo constante de ser Covid e a dúvida eterna se foi a rinite
positivo|Meu irmão tem rinite alérgica e tá com dor de garganta, serase devo me preocupar?
positivo|deus pelo amor de deus que minha falta de ar seja minha ansiedade
positivo|essa falta de ar anda acabando cmg...!
positivo|Falta de ar n vai embora nunca é?
positivo|Falta de ar é a pior coisa do mundo, pqp
positivo|Tô com falta de ar
positivo|Em resposta a @tamujuntas Sim a febre passar é a melhor notícia. Agora é só fazer o isolamento
positivo|Acordar com falta de ar num da não
positivo|Só tem 2 casos em Pn pq eles não testam os outros né... meu amigo está com febre, falta de ar e garganta inflamada e foi no hospital semana passada e eles só mandaram ele de volta pra casa. Voltou hj dnv e NADA de fazer o teste no menino PQP
positivo|uma febre que vai e volta, uma dor de cabeça que nao passa, apetite que tal hora passa é longe seria dengue? seria corona? seria virose? eu vo morre?
positivo|Falta de ar toda hora, não sei se é corona ou só a bronquite asmática dando sinal de vida
positivo|to com dor de garganta corona naaooooo
positivo|Que falta de ar... É ansiedade ou coronavirus?
positivo|Em resposta a @Medico_Furacao @gabstwitta e @Psicologa_F5 Por favor, preciso q seja rápido, meu batimentos estão acelerados e a falta de ar continua
positivo|Eu to tomando Tylenol feito água desde ontem, febre filha da puta! Te odeio
positivo|tive uma das noites mais mal dormidas da minha vida combo de enjoo, dor de garganta e síndrome da perna inquieta
positivo|Cara eu já tô de SACO CHEIO dessa MERDA de dor de garganta vai todo mundo se FODER
positivo|febre voltando
positivo|Desgraça, tô queimando de febre
positivo|Em resposta a @babi dia 15/03 eu fui até pro hospital com falta de ar, mas disseram que era sinusite. depois disso muitas pessoas que tiveram contato comigo nesse fim de semana ficaram gripadas... sempre penso se não era covid19 haha
positivo|Em resposta a @BrendaG_Guedes quando tiver bastante teste aqui e já tiver passado a emergência maior, se testa, pra ver se tem IgG lembra que eu também fiquei com uma tosse horrível, falta de ar e febre em janeiro?? suspeito
positivo|Eu fui no salão e peguei covid-19, Mas olha como meu cabelo tá lindo. GIF
positivo|acordei com falta de ar
positivo|Estou com covid-
positivo|princípios de febre e tosse corona vai embora
positivo|Gente eu estou muito preocupada com a sabina e eu e muita gente estamos achando q ela está com covid19 eu só peso orações e energias positivas para ela Ela disse q está pasando por um momento difícil Eu quero q deus abençoe ela sempre com a quela pessoa maravilhosa e talentosa
positivo|Que tosse filha da puta krlh. Só queria dormir mais
positivo|Q falta de ar ://
positivo|Maior dor de garganta
positivo|eu to há 4 dias com febre, dor de garganta e nariz entupido, sempre tenho gripe e crise de garganta recorrente, mas no momento só consigo pensar que pode ser covid. pra completar uma mulher aq do prédio testou positivo p corona. meu ** não passa nem ar 0:05 640 mil visualizações De acervo tulla luana
positivo|Gente, pfvr toma muito cuidado é sério, isso não é brincadeira. Infelizmente estou com covid, acabei de chegar da upa, tava com muito cansaço, febre, e tosse seca. só que GRAÇAS A DEUS, vou me isolar em casa. E esperar eu melhorar aqui
positivo|Em resposta a @ifsbibby tava com febre dor de cabeca e enjoo
positivo|Em resposta a @eaimanu_ Minha prima, amiga. Ela mora no interior, foi internada hoje com muita falta de ar
positivo|estou preocupada e paranóica, olhem: Há uns 6/7 dias eu acordei tossindo, tosse seca, acreditei que fosse mudança do tempo, aí fiquei meio gripada, mas a “gripe” em si foi embora e continuou a tosse, agora veio a febre e ela não quer abaixar por nada (+)
positivo|Gente sério ontem um idoso lá no abrigo tava con falta de ar e morrendo é horrivel demais de ver ele foi socorrido pelo samu e internou como covid...acho q ele não sobrevive
positivo|pelas minhas contas faz 45 meses que eu tô com tosse
positivo|acho que to ficando com febre..
positivo|ANDRÉ, O OTÁRIO DO RECIFE. O ÚNICO IMBECIL QUE RESPEITA REGRAS. Eu deveria ter saído de casa e tossido bem muito por aí quando peguei covid. Espalhar essa merda pra todo recifense imbecil que estivesse de bobeira fora de casa.
positivo|eu estava com uma dor de cabeça insuportável a semana inteirinha, essa madrugada tive febre e hoje a tarde tbm. eu to com o cu na mão, mas vcs tem noção que eu to trancada em casa faz 2 meses e sai duas vezes só pra ir no banco pagar as contas??? e tem gente que fica dando rolê
positivo|Acho que passei a noite todinha com febre. Nunca tremi tanto na minha vida, meu corpo tá todo dolorido. Tava tentando cochilar até agorinha e não deu.
positivo|Em resposta a @exotiko Só tosse, espirros e a garganta que estava ruim. Paladar ficou um pouco prejudicado.
positivo|Em resposta a @cumequiemesmo e @exame Eu peguei o Covid há 40 dias. Tomei dipirona. Segui meu médico.
positivo|Em resposta a @fehromendonca Se cuida. Isso é sintoma de covid, meu pai está com e acredito que todos aqui em casa tiveram, eu fiquei bem mal, com febre, sem olfato e sem paladar e ainda estou sem. Fique de repouso, bebê muita água, isotônico, vitamina c com zinco. Só vai ao médico se tiver falta de ar
